,experiment,hour,platform_os,browser,day_of_week,brand,response
131,exposed,3,6,Chrome Mobile,Monday,generic,0
132,control,3,6,Chrome Mobile,Monday,known brand,1
133,exposed,20,6,Chrome Mobile,Wednesday,generic,0
134,control,16,6,Facebook,Tuesday,generic,0
135,exposed,5,6,Facebook,Wednesday,generic,0
136,control,15,6,Chrome,Friday,known brand,0
137,control,15,6,Samsung Internet,Friday,known brand,0
138,exposed,23,6,Chrome Mobile,Tuesday,generic,1
139,control,20,6,Chrome Mobile,Wednesday,generic,0
140,exposed,17,6,Chrome Mobile WebView,Wednesday,known brand,0
141,exposed,8,6,Chrome Mobile,Sunday,generic,0
142,exposed,7,6,Samsung Internet,Wednesday,known brand,0
143,control,16,6,Chrome Mobile,Wednesday,generic,1
144,control,15,6,Chrome Mobile,Friday,generic,1
145,exposed,22,6,Chrome Mobile WebView,Sunday,known brand,0
146,exposed,16,6,Chrome Mobile,Saturday,generic,1
147,exposed,2,6,Chrome Mobile WebView,Thursday,known brand,1
148,control,15,6,Facebook,Friday,known brand,1
149,exposed,16,6,Chrome Mobile WebView,Saturday,known brand,0
150,exposed,13,6,Chrome Mobile,Thursday,generic,0
151,exposed,20,6,Chrome Mobile WebView,Tuesday,known brand,1
152,control,4,6,Chrome Mobile,Sunday,generic,1
153,exposed,8,6,Chrome Mobile,Thursday,generic,1
154,exposed,14,6,Chrome Mobile WebView,Saturday,known brand,1
155,exposed,8,6,Chrome Mobile WebView,Saturday,known brand,1
156,exposed,16,6,Chrome Mobile,Wednesday,generic,0
157,control,15,6,Chrome Mobile,Friday,generic,0
158,exposed,0,6,Chrome Mobile,Friday,generic,1
159,exposed,8,5,Mobile Safari,Friday,known brand,0
160,control,15,6,Chrome Mobile,Friday,generic,0
161,control,4,6,Facebook,Sunday,known brand,0
162,control,15,6,Samsung Internet,Saturday,known brand,0
163,exposed,1,6,Chrome Mobile WebView,Monday,known brand,1
164,control,3,6,Samsung Internet,Saturday,known brand,1
165,exposed,6,6,Chrome Mobile WebView,Friday,known brand,1
166,control,15,6,Samsung Internet,Friday,known brand,1
167,exposed,16,6,Chrome Mobile,Saturday,generic,1
168,control,15,6,Facebook,Friday,generic,0
169,control,15,6,Chrome Mobile,Friday,generic,1
170,control,15,6,Facebook,Friday,generic,1
171,exposed,13,6,Samsung Internet,Sunday,known brand,1
172,exposed,7,6,Chrome Mobile WebView,Friday,generic,0
173,control,16,6,Chrome Mobile,Friday,generic,1
174,exposed,9,6,Chrome Mobile WebView,Thursday,generic,0
175,exposed,13,6,Chrome Mobile WebView,Thursday,known brand,1
176,control,15,6,Chrome Mobile,Friday,generic,0
177,exposed,5,6,Chrome Mobile,Thursday,generic,1
178,exposed,7,6,Chrome Mobile,Sunday,generic,0
179,exposed,2,6,Chrome Mobile,Saturday,generic,0
180,exposed,6,6,Chrome Mobile,Saturday,generic,1
181,control,15,6,Chrome Mobile WebView,Friday,known brand,1
182,exposed,22,6,Chrome Mobile,Thursday,generic,1
183,exposed,2,6,Chrome Mobile,Friday,known brand,0
184,exposed,18,6,Chrome Mobile WebView,Wednesday,known brand,0
185,control,15,6,Chrome Mobile,Friday,generic,1
186,control,15,6,Chrome Mobile,Friday,generic,1
187,exposed,4,6,Chrome Mobile WebView,Sunday,generic,0
188,control,7,6,Facebook,Friday,known brand,0
189,control,20,6,Chrome Mobile,Tuesday,generic,1
190,exposed,18,6,Chrome Mobile WebView,Wednesday,known brand,1
191,control,15,6,Samsung Internet,Thursday,known brand,0
192,exposed,2,6,Chrome Mobile WebView,Friday,known brand,0
193,control,15,6,Chrome Mobile,Friday,generic,0
194,exposed,9,6,Chrome Mobile,Friday,generic,0
195,control,6,6,Chrome Mobile,Thursday,generic,1
196,control,22,6,Chrome Mobile,Thursday,generic,1
197,control,15,6,Samsung Internet,Friday,known brand,0
198,exposed,11,6,Samsung Internet,Friday,known brand,1
199,control,9,6,Chrome Mobile WebView,Friday,known brand,0
200,exposed,20,6,Chrome Mobile,Wednesday,generic,1
201,control,5,6,Chrome Mobile,Sunday,generic,0
202,control,18,6,Chrome Mobile,Thursday,generic,0
203,control,15,6,Samsung Internet,Friday,known brand,0
204,exposed,16,6,Chrome Mobile WebView,Sunday,generic,0
205,exposed,6,6,Chrome Mobile,Thursday,generic,0
206,control,9,6,Chrome Mobile,Friday,generic,1
207,control,8,6,Chrome Mobile,Monday,generic,1
208,control,15,6,Chrome Mobile,Friday,generic,0
209,exposed,7,6,Facebook,Thursday,known brand,1
210,exposed,3,6,Chrome Mobile,Thursday,generic,1
211,control,15,6,Samsung Internet,Friday,known brand,1
212,exposed,10,6,Chrome Mobile,Friday,generic,1
213,exposed,14,6,Chrome Mobile,Saturday,generic,1
214,control,15,6,Facebook,Friday,known brand,0
215,exposed,15,6,Facebook,Wednesday,generic,0
216,control,15,6,Facebook,Friday,known brand,0
217,exposed,8,6,Chrome Mobile,Monday,generic,1
218,exposed,17,6,Chrome Mobile WebView,Wednesday,known brand,1
219,exposed,1,6,Chrome Mobile,Friday,generic,0
220,control,15,6,Facebook,Friday,known brand,1
221,control,15,6,Facebook,Friday,known brand,1
222,exposed,8,6,Chrome Mobile WebView,Sunday,known brand,1
223,control,3,6,Chrome Mobile,Saturday,generic,0
224,control,19,6,Chrome Mobile,Wednesday,generic,0
225,exposed,15,6,Chrome Mobile,Wednesday,generic,1
226,exposed,11,6,Chrome Mobile,Tuesday,generic,0
227,exposed,9,6,Chrome Mobile,Thursday,generic,1
228,exposed,14,6,Chrome Mobile,Thursday,generic,1
229,control,9,6,Chrome Mobile,Saturday,generic,0
230,control,6,6,Chrome Mobile,Saturday,generic,0
231,control,2,6,Chrome Mobile,Saturday,generic,1
232,control,3,6,Chrome Mobile,Friday,generic,0
233,exposed,13,6,Facebook,Thursday,generic,0
234,exposed,12,6,Chrome Mobile,Sunday,generic,0
235,exposed,19,6,Samsung Internet,Wednesday,known brand,1
236,control,6,6,Chrome Mobile,Tuesday,generic,0
237,control,15,6,Facebook,Friday,generic,1
238,exposed,20,6,Chrome Mobile WebView,Tuesday,known brand,0
239,control,6,6,Chrome Mobile,Friday,generic,1
240,exposed,15,6,Chrome Mobile WebView,Sunday,known brand,1
241,exposed,19,6,Chrome Mobile,Saturday,generic,1
242,exposed,9,6,Chrome Mobile,Friday,generic,1
243,exposed,11,6,Chrome Mobile,Thursday,generic,0
244,control,2,6,Facebook,Monday,generic,0
245,exposed,1,6,Chrome Mobile,Friday,known brand,0
246,control,8,6,Samsung Internet,Sunday,known brand,0
247,exposed,3,6,Chrome Mobile,Monday,generic,0
248,control,3,6,Facebook,Tuesday,known brand,0
249,control,18,6,Chrome Mobile,Wednesday,generic,0
250,exposed,16,6,Chrome Mobile WebView,Wednesday,known brand,0
251,control,18,6,Chrome Mobile,Wednesday,generic,0
252,exposed,15,6,Chrome Mobile WebView,Wednesday,generic,0
253,control,15,6,Facebook,Friday,known brand,1
254,control,0,6,Chrome Mobile,Friday,known brand,1
255,exposed,4,6,Chrome Mobile WebView,Thursday,known brand,0
256,exposed,0,6,Chrome Mobile,Friday,generic,0
257,control,5,6,Chrome Mobile,Sunday,generic,0
258,exposed,6,6,Chrome Mobile WebView,Friday,generic,1
259,exposed,1,6,Chrome Mobile,Monday,generic,0
260,exposed,7,6,Chrome Mobile,Friday,generic,0
261,control,14,6,Chrome Mobile,Saturday,generic,0
262,exposed,3,6,Samsung Internet,Monday,known brand,1
263,exposed,7,6,Chrome Mobile,Friday,generic,0
264,exposed,1,6,Samsung Internet,Friday,known brand,0
265,exposed,10,6,Chrome Mobile,Thursday,generic,1
266,exposed,7,6,Chrome Mobile,Saturday,generic,0
267,control,10,6,Facebook,Thursday,generic,0
268,control,15,6,Facebook,Friday,generic,1
269,control,8,6,Chrome Mobile,Thursday,generic,0
270,control,10,6,Facebook,Friday,generic,0
271,exposed,10,6,Samsung Internet,Friday,known brand,0
272,control,10,6,Chrome Mobile,Sunday,generic,1
273,exposed,8,6,Chrome Mobile WebView,Friday,known brand,1
274,control,15,6,Chrome Mobile,Friday,generic,1
275,control,15,6,Facebook,Friday,known brand,1
276,control,18,6,Chrome Mobile,Sunday,known brand,0
277,control,20,6,Facebook,Saturday,known brand,1
278,exposed,17,6,Chrome Mobile,Sunday,generic,0
279,exposed,14,6,Chrome Mobile,Saturday,generic,1
280,control,10,6,Chrome Mobile,Tuesday,generic,0
281,exposed,8,6,Chrome Mobile,Thursday,generic,0
282,exposed,6,6,Samsung Internet,Thursday,known brand,1
283,control,7,6,Chrome Mobile,Wednesday,generic,0
284,exposed,21,6,Chrome Mobile WebView,Thursday,generic,1
285,exposed,13,6,Chrome Mobile,Wednesday,generic,1
286,control,8,6,Chrome Mobile,Saturday,generic,1
287,exposed,5,6,Chrome Mobile,Thursday,generic,0
288,exposed,19,6,Chrome Mobile,Wednesday,generic,0
289,control,14,6,Chrome Mobile,Thursday,generic,0
290,control,5,6,Chrome Mobile,Sunday,generic,0
291,exposed,6,6,Chrome Mobile,Thursday,generic,1
292,exposed,13,6,Facebook,Saturday,known brand,0
293,control,11,6,Chrome Mobile,Thursday,generic,1
294,control,15,6,Chrome Mobile,Friday,generic,1
295,exposed,18,6,Chrome Mobile WebView,Thursday,known brand,1
296,exposed,10,6,Chrome Mobile,Saturday,generic,1
297,exposed,20,6,Samsung Internet,Wednesday,known brand,0
298,exposed,10,6,Chrome Mobile,Sunday,generic,0
299,control,8,6,Facebook,Saturday,known brand,0
300,exposed,18,6,Chrome Mobile,Wednesday,generic,0
301,exposed,9,6,Chrome Mobile WebView,Friday,generic,0
302,exposed,9,6,Chrome Mobile,Monday,generic,0
303,exposed,3,6,Chrome Mobile WebView,Friday,generic,0
304,control,12,6,Facebook,Friday,generic,1
305,control,8,6,Chrome Mobile WebView,Tuesday,known brand,1
306,exposed,15,6,Facebook,Wednesday,generic,0
307,control,19,6,Facebook,Thursday,known brand,0
308,control,6,6,Chrome Mobile WebView,Friday,known brand,1
309,exposed,2,6,Chrome Mobile WebView,Saturday,generic,0
310,exposed,7,6,Samsung Internet,Monday,known brand,0
311,control,10,6,Chrome Mobile,Tuesday,generic,1
312,exposed,16,6,Samsung Internet,Saturday,known brand,0
313,control,21,6,Chrome Mobile,Wednesday,known brand,1
314,control,15,6,Chrome Mobile,Friday,generic,0
315,control,12,6,Chrome Mobile,Thursday,known brand,0
316,exposed,12,6,Chrome Mobile,Sunday,generic,0
317,control,2,6,Chrome Mobile,Friday,generic,1
318,control,15,6,Chrome Mobile,Friday,generic,0
319,exposed,10,6,Samsung Internet,Friday,known brand,1
320,control,15,6,Chrome Mobile,Friday,generic,0
321,control,15,6,Chrome Mobile,Friday,generic,1
322,control,15,6,Chrome Mobile,Friday,generic,0
323,control,2,6,Chrome Mobile,Wednesday,generic,0
324,exposed,2,6,Chrome Mobile,Tuesday,generic,0
325,exposed,8,6,Chrome Mobile WebView,Thursday,generic,0
326,exposed,17,6,Samsung Internet,Tuesday,known brand,0
327,control,15,6,Facebook,Friday,generic,1
328,exposed,8,6,Chrome Mobile,Saturday,generic,0
329,exposed,16,6,Chrome Mobile WebView,Wednesday,generic,0
330,control,4,6,Chrome Mobile,Friday,generic,1
331,control,4,6,Chrome Mobile,Thursday,known brand,0
332,exposed,10,6,Facebook,Thursday,known brand,0
333,control,15,6,Facebook,Friday,known brand,1
334,exposed,7,6,Chrome Mobile WebView,Sunday,known brand,0
335,control,21,6,Facebook,Wednesday,known brand,1
336,control,15,6,Samsung Internet,Friday,known brand,1
337,exposed,15,6,Chrome Mobile,Thursday,generic,0
338,exposed,10,6,Chrome Mobile WebView,Friday,known brand,0
339,control,15,6,Chrome Mobile,Friday,generic,1
340,exposed,0,6,Chrome Mobile,Sunday,generic,1
341,control,0,6,Chrome Mobile,Thursday,generic,0
342,exposed,0,6,Chrome Mobile,Thursday,generic,0
343,exposed,11,6,Chrome Mobile,Friday,generic,0
344,exposed,16,6,Chrome Mobile,Wednesday,generic,1
345,control,5,6,Samsung Internet,Friday,known brand,0
346,exposed,4,6,Chrome Mobile WebView,Saturday,generic,0
347,exposed,8,6,Chrome Mobile,Sunday,generic,0
348,control,15,6,Facebook,Friday,known brand,0
349,exposed,15,6,Chrome Mobile,Wednesday,generic,0
350,exposed,3,6,Chrome Mobile,Friday,generic,0
351,exposed,12,6,Chrome,Sunday,known brand,1
352,control,8,6,Samsung Internet,Friday,known brand,1
353,control,1,6,Samsung Internet,Sunday,known brand,0
354,control,15,6,Chrome Mobile,Friday,generic,0
355,exposed,7,6,Chrome Mobile,Friday,generic,1
356,exposed,8,6,Chrome Mobile WebView,Thursday,generic,0
357,control,7,6,Facebook,Thursday,known brand,0
358,exposed,18,6,Facebook,Wednesday,known brand,0
359,exposed,8,6,Chrome Mobile,Friday,generic,0
360,exposed,6,6,Samsung Internet,Friday,known brand,1
361,control,22,6,Chrome Mobile,Wednesday,generic,1
362,control,17,6,Chrome Mobile,Tuesday,generic,1
363,exposed,1,6,Chrome Mobile,Friday,generic,1
364,exposed,3,6,Chrome Mobile,Saturday,generic,0
365,control,15,6,Facebook,Friday,known brand,0
366,exposed,14,6,Chrome Mobile WebView,Thursday,known brand,0
367,exposed,11,6,Chrome Mobile,Thursday,generic,0
368,exposed,17,6,Chrome Mobile,Wednesday,generic,1
369,exposed,10,6,Chrome Mobile WebView,Saturday,known brand,0
370,control,16,6,Samsung Internet,Friday,known brand,1
371,control,15,5,Mobile Safari,Friday,known brand,0
372,control,15,5,Mobile Safari UI/WKWebView,Friday,known brand,0
373,exposed,3,6,Chrome Mobile,Monday,generic,0
374,control,8,6,Facebook,Wednesday,known brand,1
375,control,19,6,Chrome Mobile,Saturday,generic,0
376,control,15,6,Chrome Mobile,Friday,generic,0
377,exposed,16,6,Chrome Mobile,Thursday,generic,0
378,exposed,19,6,Samsung Internet,Tuesday,known brand,1
379,exposed,7,6,Chrome Mobile,Friday,generic,0
380,exposed,16,6,Chrome Mobile WebView,Thursday,known brand,1
381,exposed,16,6,Chrome Mobile,Thursday,generic,0
382,control,15,6,Chrome Mobile,Friday,generic,0
383,control,15,6,Chrome Mobile,Friday,generic,1
384,exposed,9,6,Chrome Mobile WebView,Sunday,known brand,1
385,exposed,0,6,Chrome Mobile WebView,Tuesday,known brand,0
386,exposed,6,6,Chrome Mobile,Monday,generic,1
387,control,15,6,Chrome Mobile,Friday,generic,0
388,exposed,10,6,Chrome Mobile,Monday,generic,1
389,exposed,6,6,Chrome Mobile,Monday,generic,1
390,exposed,5,6,Chrome Mobile WebView,Friday,generic,1
391,control,15,6,Chrome Mobile,Friday,generic,0
392,control,15,6,Chrome Mobile,Friday,generic,0
393,control,15,6,Samsung Internet,Friday,known brand,1
394,exposed,13,6,Chrome Mobile,Sunday,generic,1
395,control,3,6,Chrome Mobile,Tuesday,generic,0
396,control,13,6,Chrome Mobile,Saturday,generic,0
397,exposed,9,6,Chrome Mobile,Friday,generic,0
398,control,0,6,Chrome Mobile WebView,Monday,generic,0
399,exposed,11,6,Chrome Mobile,Sunday,generic,1
400,exposed,12,6,Chrome Mobile,Thursday,generic,0
401,control,14,6,Chrome Mobile,Wednesday,generic,0
402,exposed,23,6,Chrome Mobile,Saturday,generic,1
403,control,1,6,Chrome Mobile,Thursday,generic,1
404,control,15,6,Samsung Internet,Friday,known brand,1
405,control,15,6,Chrome Mobile,Friday,generic,1
406,exposed,14,6,Chrome Mobile,Friday,generic,0
407,control,10,6,Facebook,Thursday,known brand,0
408,exposed,8,6,Samsung Internet,Sunday,known brand,0
409,exposed,18,6,Chrome Mobile,Tuesday,generic,0
410,exposed,14,6,Chrome Mobile,Wednesday,generic,1
411,control,15,6,Chrome Mobile,Friday,generic,0
412,control,11,6,Chrome Mobile,Sunday,generic,1
413,control,15,6,Chrome Mobile,Friday,generic,1
414,exposed,7,6,Chrome Mobile,Thursday,generic,1
415,exposed,21,6,Chrome Mobile,Wednesday,known brand,1
416,exposed,15,6,Samsung Internet,Sunday,known brand,0
417,exposed,17,6,Chrome Mobile,Thursday,generic,0
418,control,14,6,Chrome Mobile,Friday,generic,0
419,exposed,7,6,Chrome Mobile WebView,Wednesday,known brand,0
420,exposed,15,6,Chrome Mobile,Wednesday,generic,1
421,control,19,6,Chrome Mobile,Wednesday,generic,0
422,control,15,6,Chrome Mobile,Friday,generic,1
423,exposed,15,6,Chrome Mobile,Wednesday,generic,0
424,exposed,9,6,Chrome Mobile,Tuesday,generic,1
425,exposed,22,6,Chrome Mobile,Tuesday,generic,1
426,exposed,3,6,Samsung Internet,Tuesday,known brand,0
427,control,15,6,Facebook,Friday,known brand,1
428,control,9,6,Chrome Mobile,Thursday,generic,0
429,control,16,6,Samsung Internet,Wednesday,known brand,1
430,control,3,6,Chrome Mobile,Saturday,generic,0
431,exposed,18,6,Chrome Mobile,Wednesday,generic,0
432,exposed,11,6,Chrome Mobile,Friday,generic,0
433,exposed,22,6,Facebook,Wednesday,known brand,0
434,control,15,6,Chrome Mobile,Friday,generic,1
435,exposed,10,6,Chrome Mobile,Friday,generic,1
436,exposed,4,6,Chrome Mobile WebView,Friday,known brand,1
437,exposed,8,6,Chrome Mobile,Sunday,known brand,0
438,exposed,16,6,Chrome Mobile,Saturday,generic,0
439,control,15,6,Samsung Internet,Friday,known brand,1
440,exposed,8,6,Chrome Mobile,Friday,generic,1
441,exposed,11,6,Samsung Internet,Sunday,known brand,0
442,exposed,6,6,Chrome Mobile,Saturday,generic,1
443,exposed,15,6,Chrome Mobile,Wednesday,generic,0
444,exposed,6,6,Chrome Mobile,Sunday,generic,0
445,exposed,14,6,Facebook,Saturday,generic,0
446,exposed,10,6,Chrome Mobile,Saturday,generic,1
447,exposed,9,6,Chrome Mobile,Monday,generic,0
448,exposed,9,6,Chrome Mobile,Saturday,generic,1
449,exposed,17,6,Chrome Mobile,Saturday,generic,0
450,control,12,6,Chrome Mobile WebView,Saturday,generic,0
451,exposed,12,6,Samsung Internet,Friday,known brand,0
452,exposed,16,6,Chrome Mobile,Friday,generic,0
453,exposed,14,6,Chrome Mobile WebView,Tuesday,generic,0
454,control,11,6,Samsung Internet,Saturday,known brand,1
455,exposed,12,6,Chrome Mobile,Thursday,generic,1
456,control,13,6,Facebook,Thursday,known brand,0
457,control,8,6,Chrome Mobile,Tuesday,generic,1
458,exposed,19,6,Chrome Mobile,Saturday,generic,0
459,control,15,6,Chrome Mobile,Friday,generic,0
460,exposed,20,6,Facebook,Thursday,known brand,0
461,control,14,6,Facebook,Wednesday,known brand,0
462,control,10,6,Facebook,Thursday,known brand,1
463,exposed,11,6,Chrome Mobile,Thursday,generic,0
464,control,15,6,Chrome Mobile,Friday,generic,1
465,exposed,8,6,Chrome Mobile,Friday,generic,1
466,exposed,12,6,Chrome Mobile,Friday,generic,0
467,control,3,5,Mobile Safari,Saturday,known brand,1
468,control,15,6,Samsung Internet,Friday,known brand,1
469,control,14,6,Samsung Internet,Wednesday,known brand,0
470,exposed,10,6,Chrome Mobile WebView,Sunday,known brand,1
471,control,15,6,Chrome Mobile,Friday,generic,0
472,control,14,6,Samsung Internet,Saturday,known brand,1
473,exposed,0,6,Chrome Mobile,Sunday,generic,0
474,control,12,6,Chrome Mobile,Thursday,generic,1
475,exposed,10,6,Chrome Mobile,Friday,generic,0
476,exposed,11,6,Chrome Mobile,Friday,generic,0
477,control,15,6,Chrome Mobile,Friday,generic,1
478,control,15,6,Facebook,Friday,generic,1
479,control,15,6,Chrome Mobile,Friday,generic,0
480,exposed,8,6,Chrome Mobile,Friday,generic,0
481,control,5,6,Chrome Mobile,Monday,generic,0
482,control,15,6,Chrome Mobile,Friday,generic,0
483,exposed,4,6,Chrome Mobile WebView,Thursday,known brand,0
484,control,15,6,Chrome Mobile,Friday,generic,0
485,exposed,9,6,Samsung Internet,Sunday,known brand,1
486,exposed,4,6,Chrome Mobile,Saturday,generic,0
487,exposed,18,6,Chrome Mobile,Wednesday,generic,1
488,control,7,6,Samsung Internet,Saturday,known brand,0
489,control,4,6,Chrome Mobile,Friday,generic,0
490,exposed,10,6,Facebook,Monday,known brand,1
491,control,15,6,Facebook,Friday,generic,0
492,exposed,20,6,Chrome Mobile WebView,Wednesday,generic,1
493,exposed,15,6,Chrome Mobile,Friday,generic,0
494,exposed,8,6,Chrome Mobile,Friday,generic,0
495,control,8,6,Facebook,Saturday,known brand,1
496,control,15,6,Samsung Internet,Friday,known brand,1
497,control,15,6,Facebook,Saturday,known brand,1
