,experiment,hour,platform_os,browser,day_of_week,brand,response
205,exposed,6,6,Chrome Mobile,Thursday,generic,0
206,control,9,6,Chrome Mobile,Friday,generic,1
207,control,8,6,Chrome Mobile,Monday,generic,1
208,control,15,6,Chrome Mobile,Friday,generic,0
210,exposed,3,6,Chrome Mobile,Thursday,generic,1
212,exposed,10,6,Chrome Mobile,Friday,generic,1
213,exposed,14,6,Chrome Mobile,Saturday,generic,1
215,exposed,15,6,Facebook,Wednesday,generic,0
217,exposed,8,6,Chrome Mobile,Monday,generic,1
219,exposed,1,6,Chrome Mobile,Friday,generic,0
223,control,3,6,Chrome Mobile,Saturday,generic,0
224,control,19,6,Chrome Mobile,Wednesday,generic,0
225,exposed,15,6,Chrome Mobile,Wednesday,generic,1
226,exposed,11,6,Chrome Mobile,Tuesday,generic,0
227,exposed,9,6,Chrome Mobile,Thursday,generic,1
228,exposed,14,6,Chrome Mobile,Thursday,generic,1
229,control,9,6,Chrome Mobile,Saturday,generic,0
230,control,6,6,Chrome Mobile,Saturday,generic,0
231,control,2,6,Chrome Mobile,Saturday,generic,1
232,control,3,6,Chrome Mobile,Friday,generic,0
233,exposed,13,6,Facebook,Thursday,generic,0
234,exposed,12,6,Chrome Mobile,Sunday,generic,0
236,control,6,6,Chrome Mobile,Tuesday,generic,0
237,control,15,6,Facebook,Friday,generic,1
239,control,6,6,Chrome Mobile,Friday,generic,1
241,exposed,19,6,Chrome Mobile,Saturday,generic,1
242,exposed,9,6,Chrome Mobile,Friday,generic,1
243,exposed,11,6,Chrome Mobile,Thursday,generic,0
244,control,2,6,Facebook,Monday,generic,0
247,exposed,3,6,Chrome Mobile,Monday,generic,0
249,control,18,6,Chrome Mobile,Wednesday,generic,0
251,control,18,6,Chrome Mobile,Wednesday,generic,0
252,exposed,15,6,Chrome Mobile WebView,Wednesday,generic,0
256,exposed,0,6,Chrome Mobile,Friday,generic,0
257,control,5,6,Chrome Mobile,Sunday,generic,0
258,exposed,6,6,Chrome Mobile WebView,Friday,generic,1
259,exposed,1,6,Chrome Mobile,Monday,generic,0
260,exposed,7,6,Chrome Mobile,Friday,generic,0
261,control,14,6,Chrome Mobile,Saturday,generic,0
263,exposed,7,6,Chrome Mobile,Friday,generic,0
265,exposed,10,6,Chrome Mobile,Thursday,generic,1
266,exposed,7,6,Chrome Mobile,Saturday,generic,0
267,control,10,6,Facebook,Thursday,generic,0
268,control,15,6,Facebook,Friday,generic,1
269,control,8,6,Chrome Mobile,Thursday,generic,0
270,control,10,6,Facebook,Friday,generic,0
272,control,10,6,Chrome Mobile,Sunday,generic,1
274,control,15,6,Chrome Mobile,Friday,generic,1
278,exposed,17,6,Chrome Mobile,Sunday,generic,0
279,exposed,14,6,Chrome Mobile,Saturday,generic,1
280,control,10,6,Chrome Mobile,Tuesday,generic,0
281,exposed,8,6,Chrome Mobile,Thursday,generic,0
283,control,7,6,Chrome Mobile,Wednesday,generic,0
284,exposed,21,6,Chrome Mobile WebView,Thursday,generic,1
285,exposed,13,6,Chrome Mobile,Wednesday,generic,1
286,control,8,6,Chrome Mobile,Saturday,generic,1
287,exposed,5,6,Chrome Mobile,Thursday,generic,0
288,exposed,19,6,Chrome Mobile,Wednesday,generic,0
289,control,14,6,Chrome Mobile,Thursday,generic,0
290,control,5,6,Chrome Mobile,Sunday,generic,0
291,exposed,6,6,Chrome Mobile,Thursday,generic,1
293,control,11,6,Chrome Mobile,Thursday,generic,1
294,control,15,6,Chrome Mobile,Friday,generic,1
296,exposed,10,6,Chrome Mobile,Saturday,generic,1
298,exposed,10,6,Chrome Mobile,Sunday,generic,0
300,exposed,18,6,Chrome Mobile,Wednesday,generic,0
301,exposed,9,6,Chrome Mobile WebView,Friday,generic,0
302,exposed,9,6,Chrome Mobile,Monday,generic,0
303,exposed,3,6,Chrome Mobile WebView,Friday,generic,0
304,control,12,6,Facebook,Friday,generic,1
306,exposed,15,6,Facebook,Wednesday,generic,0
309,exposed,2,6,Chrome Mobile WebView,Saturday,generic,0
311,control,10,6,Chrome Mobile,Tuesday,generic,1
314,control,15,6,Chrome Mobile,Friday,generic,0
316,exposed,12,6,Chrome Mobile,Sunday,generic,0
317,control,2,6,Chrome Mobile,Friday,generic,1
318,control,15,6,Chrome Mobile,Friday,generic,0
320,control,15,6,Chrome Mobile,Friday,generic,0
321,control,15,6,Chrome Mobile,Friday,generic,1
322,control,15,6,Chrome Mobile,Friday,generic,0
323,control,2,6,Chrome Mobile,Wednesday,generic,0
324,exposed,2,6,Chrome Mobile,Tuesday,generic,0
325,exposed,8,6,Chrome Mobile WebView,Thursday,generic,0
327,control,15,6,Facebook,Friday,generic,1
328,exposed,8,6,Chrome Mobile,Saturday,generic,0
329,exposed,16,6,Chrome Mobile WebView,Wednesday,generic,0
330,control,4,6,Chrome Mobile,Friday,generic,1
337,exposed,15,6,Chrome Mobile,Thursday,generic,0
339,control,15,6,Chrome Mobile,Friday,generic,1
340,exposed,0,6,Chrome Mobile,Sunday,generic,1
341,control,0,6,Chrome Mobile,Thursday,generic,0
342,exposed,0,6,Chrome Mobile,Thursday,generic,0
343,exposed,11,6,Chrome Mobile,Friday,generic,0
344,exposed,16,6,Chrome Mobile,Wednesday,generic,1
346,exposed,4,6,Chrome Mobile WebView,Saturday,generic,0
347,exposed,8,6,Chrome Mobile,Sunday,generic,0
349,exposed,15,6,Chrome Mobile,Wednesday,generic,0
350,exposed,3,6,Chrome Mobile,Friday,generic,0
354,control,15,6,Chrome Mobile,Friday,generic,0
355,exposed,7,6,Chrome Mobile,Friday,generic,1
356,exposed,8,6,Chrome Mobile WebView,Thursday,generic,0
359,exposed,8,6,Chrome Mobile,Friday,generic,0
361,control,22,6,Chrome Mobile,Wednesday,generic,1
362,control,17,6,Chrome Mobile,Tuesday,generic,1
363,exposed,1,6,Chrome Mobile,Friday,generic,1
364,exposed,3,6,Chrome Mobile,Saturday,generic,0
367,exposed,11,6,Chrome Mobile,Thursday,generic,0
368,exposed,17,6,Chrome Mobile,Wednesday,generic,1
373,exposed,3,6,Chrome Mobile,Monday,generic,0
375,control,19,6,Chrome Mobile,Saturday,generic,0
376,control,15,6,Chrome Mobile,Friday,generic,0
377,exposed,16,6,Chrome Mobile,Thursday,generic,0
379,exposed,7,6,Chrome Mobile,Friday,generic,0
381,exposed,16,6,Chrome Mobile,Thursday,generic,0
382,control,15,6,Chrome Mobile,Friday,generic,0
383,control,15,6,Chrome Mobile,Friday,generic,1
386,exposed,6,6,Chrome Mobile,Monday,generic,1
387,control,15,6,Chrome Mobile,Friday,generic,0
388,exposed,10,6,Chrome Mobile,Monday,generic,1
389,exposed,6,6,Chrome Mobile,Monday,generic,1
390,exposed,5,6,Chrome Mobile WebView,Friday,generic,1
391,control,15,6,Chrome Mobile,Friday,generic,0
392,control,15,6,Chrome Mobile,Friday,generic,0
394,exposed,13,6,Chrome Mobile,Sunday,generic,1
395,control,3,6,Chrome Mobile,Tuesday,generic,0
396,control,13,6,Chrome Mobile,Saturday,generic,0
397,exposed,9,6,Chrome Mobile,Friday,generic,0
398,control,0,6,Chrome Mobile WebView,Monday,generic,0
399,exposed,11,6,Chrome Mobile,Sunday,generic,1
400,exposed,12,6,Chrome Mobile,Thursday,generic,0
401,control,14,6,Chrome Mobile,Wednesday,generic,0
402,exposed,23,6,Chrome Mobile,Saturday,generic,1
403,control,1,6,Chrome Mobile,Thursday,generic,1
405,control,15,6,Chrome Mobile,Friday,generic,1
406,exposed,14,6,Chrome Mobile,Friday,generic,0
409,exposed,18,6,Chrome Mobile,Tuesday,generic,0
410,exposed,14,6,Chrome Mobile,Wednesday,generic,1
411,control,15,6,Chrome Mobile,Friday,generic,0
412,control,11,6,Chrome Mobile,Sunday,generic,1
413,control,15,6,Chrome Mobile,Friday,generic,1
414,exposed,7,6,Chrome Mobile,Thursday,generic,1
417,exposed,17,6,Chrome Mobile,Thursday,generic,0
418,control,14,6,Chrome Mobile,Friday,generic,0
420,exposed,15,6,Chrome Mobile,Wednesday,generic,1
421,control,19,6,Chrome Mobile,Wednesday,generic,0
422,control,15,6,Chrome Mobile,Friday,generic,1
423,exposed,15,6,Chrome Mobile,Wednesday,generic,0
424,exposed,9,6,Chrome Mobile,Tuesday,generic,1
425,exposed,22,6,Chrome Mobile,Tuesday,generic,1
428,control,9,6,Chrome Mobile,Thursday,generic,0
430,control,3,6,Chrome Mobile,Saturday,generic,0
431,exposed,18,6,Chrome Mobile,Wednesday,generic,0
432,exposed,11,6,Chrome Mobile,Friday,generic,0
434,control,15,6,Chrome Mobile,Friday,generic,1
435,exposed,10,6,Chrome Mobile,Friday,generic,1
438,exposed,16,6,Chrome Mobile,Saturday,generic,0
440,exposed,8,6,Chrome Mobile,Friday,generic,1
442,exposed,6,6,Chrome Mobile,Saturday,generic,1
443,exposed,15,6,Chrome Mobile,Wednesday,generic,0
444,exposed,6,6,Chrome Mobile,Sunday,generic,0
445,exposed,14,6,Facebook,Saturday,generic,0
446,exposed,10,6,Chrome Mobile,Saturday,generic,1
447,exposed,9,6,Chrome Mobile,Monday,generic,0
448,exposed,9,6,Chrome Mobile,Saturday,generic,1
449,exposed,17,6,Chrome Mobile,Saturday,generic,0
450,control,12,6,Chrome Mobile WebView,Saturday,generic,0
452,exposed,16,6,Chrome Mobile,Friday,generic,0
453,exposed,14,6,Chrome Mobile WebView,Tuesday,generic,0
455,exposed,12,6,Chrome Mobile,Thursday,generic,1
457,control,8,6,Chrome Mobile,Tuesday,generic,1
458,exposed,19,6,Chrome Mobile,Saturday,generic,0
459,control,15,6,Chrome Mobile,Friday,generic,0
463,exposed,11,6,Chrome Mobile,Thursday,generic,0
464,control,15,6,Chrome Mobile,Friday,generic,1
465,exposed,8,6,Chrome Mobile,Friday,generic,1
466,exposed,12,6,Chrome Mobile,Friday,generic,0
471,control,15,6,Chrome Mobile,Friday,generic,0
473,exposed,0,6,Chrome Mobile,Sunday,generic,0
474,control,12,6,Chrome Mobile,Thursday,generic,1
475,exposed,10,6,Chrome Mobile,Friday,generic,0
476,exposed,11,6,Chrome Mobile,Friday,generic,0
477,control,15,6,Chrome Mobile,Friday,generic,1
478,control,15,6,Facebook,Friday,generic,1
479,control,15,6,Chrome Mobile,Friday,generic,0
480,exposed,8,6,Chrome Mobile,Friday,generic,0
481,control,5,6,Chrome Mobile,Monday,generic,0
482,control,15,6,Chrome Mobile,Friday,generic,0
484,control,15,6,Chrome Mobile,Friday,generic,0
486,exposed,4,6,Chrome Mobile,Saturday,generic,0
487,exposed,18,6,Chrome Mobile,Wednesday,generic,1
489,control,4,6,Chrome Mobile,Friday,generic,0
491,control,15,6,Facebook,Friday,generic,0
492,exposed,20,6,Chrome Mobile WebView,Wednesday,generic,1
493,exposed,15,6,Chrome Mobile,Friday,generic,0
494,exposed,8,6,Chrome Mobile,Friday,generic,0
499,control,15,6,Chrome Mobile,Friday,generic,0
501,exposed,4,6,Chrome Mobile,Monday,generic,1
504,control,21,6,Chrome Mobile,Saturday,generic,1
506,exposed,5,6,Chrome Mobile,Wednesday,generic,1
507,control,15,6,Chrome Mobile,Friday,generic,1
509,control,11,6,Chrome Mobile,Saturday,generic,1
510,control,9,6,Chrome Mobile,Tuesday,generic,1
512,control,15,6,Chrome Mobile,Friday,generic,1
513,control,4,6,Chrome Mobile,Friday,generic,1
514,exposed,11,6,Chrome Mobile,Sunday,generic,0
516,exposed,10,6,Chrome Mobile,Sunday,generic,0
517,control,6,6,Chrome Mobile,Saturday,generic,0
520,control,15,6,Chrome Mobile,Friday,generic,1
521,exposed,8,6,Chrome Mobile,Wednesday,generic,0
522,exposed,4,6,Chrome Mobile,Monday,generic,1
523,control,15,6,Chrome Mobile,Friday,generic,0
526,control,2,6,Chrome Mobile,Saturday,generic,0
527,control,15,6,Chrome Mobile,Friday,generic,0
529,control,15,6,Chrome Mobile,Friday,generic,0
531,exposed,11,6,Chrome Mobile,Friday,generic,0
532,control,20,6,Chrome Mobile,Wednesday,generic,0
533,exposed,6,6,Facebook,Saturday,generic,1
534,control,20,6,Facebook,Wednesday,generic,0
535,control,17,6,Facebook,Friday,generic,1
536,control,5,6,Chrome Mobile,Tuesday,generic,0
539,exposed,7,6,Chrome Mobile,Monday,generic,0
540,exposed,4,6,Chrome Mobile,Friday,generic,1
541,exposed,13,6,Chrome Mobile,Friday,generic,1
542,exposed,15,6,Chrome Mobile,Saturday,generic,0
544,control,15,6,Chrome Mobile,Friday,generic,1
545,exposed,15,6,Chrome Mobile WebView,Saturday,generic,0
546,exposed,7,6,Chrome Mobile,Thursday,generic,1
548,control,14,6,Facebook,Sunday,generic,1
549,exposed,8,6,Chrome Mobile,Monday,generic,0
550,exposed,7,6,Chrome Mobile,Monday,generic,0
551,control,22,6,Chrome Mobile WebView,Thursday,generic,1
553,exposed,8,6,Chrome Mobile WebView,Saturday,generic,0
554,control,16,6,Chrome Mobile,Friday,generic,0
556,control,15,6,Chrome Mobile,Friday,generic,1
561,control,10,6,Chrome Mobile,Monday,generic,1
563,exposed,2,6,Chrome Mobile,Friday,generic,0
564,control,2,6,Chrome Mobile,Thursday,generic,0
565,exposed,22,6,Chrome Mobile,Tuesday,generic,1
566,exposed,7,6,Chrome Mobile WebView,Friday,generic,1
568,exposed,19,6,Chrome Mobile,Wednesday,generic,0
571,exposed,0,6,Chrome Mobile,Friday,generic,1
572,exposed,17,6,Chrome Mobile,Thursday,generic,1
576,control,1,6,Facebook,Monday,generic,0
578,control,5,6,Chrome Mobile,Saturday,generic,1
579,control,13,6,Chrome Mobile,Tuesday,generic,0
580,exposed,7,6,Chrome Mobile WebView,Sunday,generic,0
582,control,5,6,Chrome Mobile WebView,Sunday,generic,0
583,exposed,12,6,Chrome Mobile,Wednesday,generic,1
584,control,17,6,Chrome Mobile,Thursday,generic,1
586,control,9,6,Chrome Mobile,Saturday,generic,0
587,control,18,6,Chrome Mobile,Wednesday,generic,0
588,control,17,6,Chrome Mobile,Wednesday,generic,1
591,exposed,18,6,Chrome Mobile,Thursday,generic,0
593,control,21,6,Chrome Mobile,Sunday,generic,0
594,control,15,6,Chrome Mobile,Wednesday,generic,1
595,control,15,6,Chrome Mobile,Friday,generic,0
596,exposed,9,6,Chrome Mobile,Tuesday,generic,1
597,exposed,9,6,Chrome Mobile,Friday,generic,0
598,control,0,6,Chrome Mobile,Tuesday,generic,0
599,exposed,11,6,Chrome Mobile WebView,Thursday,generic,0
603,control,15,6,Chrome Mobile,Sunday,generic,1
604,exposed,13,6,Chrome Mobile,Wednesday,generic,0
605,exposed,6,6,Chrome Mobile WebView,Saturday,generic,0
606,control,7,6,Chrome Mobile,Friday,generic,0
607,control,15,6,Chrome Mobile,Friday,generic,0
609,exposed,14,6,Chrome Mobile,Thursday,generic,0
610,control,19,6,Chrome Mobile,Wednesday,generic,1
611,control,15,6,Chrome Mobile,Friday,generic,1
612,exposed,6,6,Chrome Mobile,Sunday,generic,1
613,control,15,6,Chrome Mobile,Friday,generic,0
615,exposed,2,6,Chrome Mobile,Monday,generic,1
616,exposed,14,6,Facebook,Friday,generic,1
618,exposed,10,6,Chrome Mobile,Thursday,generic,0
619,exposed,16,6,Chrome Mobile,Wednesday,generic,1
620,exposed,3,6,Chrome Mobile,Wednesday,generic,0
622,exposed,12,6,Chrome Mobile,Thursday,generic,0
624,control,9,6,Chrome Mobile,Monday,generic,0
626,control,20,6,Chrome Mobile,Thursday,generic,1
627,exposed,7,6,Chrome Mobile,Friday,generic,0
630,control,15,6,Chrome Mobile,Friday,generic,1
631,exposed,16,6,Chrome Mobile,Sunday,generic,1
632,exposed,15,6,Chrome Mobile,Friday,generic,1
633,exposed,10,6,Chrome Mobile WebView,Monday,generic,1
634,exposed,1,6,Chrome Mobile,Friday,generic,0
635,exposed,9,6,Chrome Mobile WebView,Friday,generic,1
637,exposed,14,6,Chrome Mobile,Saturday,generic,0
639,exposed,14,6,Chrome Mobile,Saturday,generic,0
642,exposed,5,6,Chrome Mobile,Thursday,generic,0
643,exposed,1,6,Chrome Mobile,Friday,generic,0
644,control,7,6,Chrome Mobile,Sunday,generic,1
645,exposed,7,6,Chrome Mobile,Sunday,generic,0
647,exposed,18,6,Chrome Mobile,Wednesday,generic,0
649,exposed,20,6,Chrome Mobile,Wednesday,generic,1
650,exposed,10,6,Chrome Mobile,Saturday,generic,0
651,exposed,22,6,Chrome Mobile,Wednesday,generic,1
654,control,21,6,Chrome Mobile,Thursday,generic,1
655,exposed,4,6,Chrome Mobile,Tuesday,generic,0
656,exposed,15,6,Chrome Mobile,Wednesday,generic,1
659,exposed,5,6,Chrome Mobile,Friday,generic,1
661,exposed,10,6,Chrome Mobile WebView,Friday,generic,0
662,exposed,5,6,Chrome Mobile,Monday,generic,0
663,exposed,10,6,Chrome Mobile WebView,Sunday,generic,0
664,control,11,6,Chrome Mobile,Saturday,generic,0
665,exposed,15,6,Chrome Mobile WebView,Thursday,generic,1
666,exposed,15,6,Chrome Mobile,Friday,generic,1
667,control,15,6,Chrome Mobile,Friday,generic,0
668,exposed,1,6,Chrome Mobile,Monday,generic,0
669,control,15,6,Chrome Mobile,Friday,generic,0
670,exposed,4,6,Chrome Mobile,Sunday,generic,0
671,control,15,6,Chrome Mobile,Friday,generic,0
672,exposed,5,6,Chrome Mobile,Wednesday,generic,1
673,exposed,14,6,Chrome Mobile,Wednesday,generic,1
676,control,15,6,Chrome Mobile,Friday,generic,1
677,control,10,6,Chrome Mobile WebView,Tuesday,generic,0
679,control,15,6,Chrome Mobile,Friday,generic,1
680,exposed,14,6,Chrome Mobile,Tuesday,generic,1
681,exposed,1,6,Chrome Mobile,Thursday,generic,0
682,exposed,4,6,Chrome Mobile,Monday,generic,0
683,exposed,10,6,Chrome Mobile WebView,Saturday,generic,0
685,control,4,6,Chrome Mobile,Tuesday,generic,0
686,exposed,12,6,Chrome Mobile,Tuesday,generic,1
687,control,20,6,Chrome Mobile,Wednesday,generic,0
688,control,4,6,Chrome Mobile,Thursday,generic,1
689,control,4,6,Chrome Mobile,Saturday,generic,0
690,exposed,0,6,Chrome Mobile WebView,Friday,generic,1
692,exposed,12,6,Chrome Mobile,Friday,generic,0
694,control,14,6,Chrome Mobile,Thursday,generic,1
698,control,7,6,Chrome Mobile WebView,Friday,generic,0
700,exposed,21,6,Chrome Mobile,Tuesday,generic,0
703,exposed,19,6,Chrome Mobile WebView,Wednesday,generic,0
705,control,15,6,Facebook,Friday,generic,0
706,exposed,6,6,Chrome Mobile,Saturday,generic,0
708,exposed,11,6,Chrome Mobile,Saturday,generic,0
714,exposed,20,6,Chrome Mobile,Tuesday,generic,1
715,control,2,6,Chrome Mobile,Sunday,generic,0
716,control,15,6,Chrome Mobile,Friday,generic,0
717,exposed,4,6,Chrome Mobile,Sunday,generic,0
718,exposed,19,6,Chrome Mobile,Saturday,generic,1
719,control,17,6,Chrome Mobile,Saturday,generic,1
721,exposed,7,6,Chrome Mobile,Friday,generic,0
724,control,15,6,Chrome Mobile,Friday,generic,1
725,exposed,2,6,Chrome Mobile,Friday,generic,0
726,control,15,6,Chrome Mobile,Friday,generic,1
727,control,1,6,Chrome Mobile,Thursday,generic,0
728,control,1,6,Chrome Mobile,Thursday,generic,1
729,exposed,5,6,Chrome Mobile,Tuesday,generic,0
731,exposed,3,6,Chrome Mobile,Thursday,generic,0
733,exposed,18,6,Chrome Mobile,Wednesday,generic,1
735,exposed,20,6,Chrome Mobile,Wednesday,generic,1
736,control,4,6,Chrome Mobile,Monday,generic,1
737,exposed,20,6,Chrome Mobile,Wednesday,generic,0
738,control,21,6,Chrome Mobile,Sunday,generic,1
739,exposed,15,6,Chrome Mobile,Saturday,generic,0
740,control,3,6,Chrome Mobile WebView,Friday,generic,0
741,control,10,6,Chrome Mobile,Monday,generic,0
742,control,15,6,Chrome Mobile,Friday,generic,1
744,control,6,6,Chrome Mobile,Tuesday,generic,1
746,control,15,6,Chrome Mobile,Friday,generic,1
747,exposed,22,6,Chrome Mobile,Wednesday,generic,0
749,exposed,20,6,Facebook,Thursday,generic,0
750,exposed,11,6,Chrome Mobile,Saturday,generic,1
751,exposed,23,6,Chrome Mobile,Thursday,generic,1
752,control,7,6,Chrome Mobile,Monday,generic,0
753,exposed,14,6,Chrome Mobile,Sunday,generic,1
755,control,17,6,Chrome Mobile,Saturday,generic,0
757,exposed,6,6,Chrome Mobile,Monday,generic,1
758,control,18,6,Chrome Mobile,Wednesday,generic,0
