,experiment,hour,platform_os,browser,day_of_week,brand,response
40,control,15,6,Samsung Internet,Friday,known brand,1
41,control,15,6,Samsung Internet,Friday,known brand,1
42,exposed,8,6,Samsung Internet,Sunday,known brand,0
43,exposed,15,6,Samsung Internet,Sunday,known brand,0
44,exposed,3,6,Samsung Internet,Tuesday,known brand,0
45,control,16,6,Samsung Internet,Wednesday,known brand,1
46,control,15,6,Samsung Internet,Friday,known brand,1
47,exposed,11,6,Samsung Internet,Sunday,known brand,0
48,exposed,12,6,Samsung Internet,Friday,known brand,0
49,control,11,6,Samsung Internet,Saturday,known brand,1
50,control,15,6,Samsung Internet,Friday,known brand,1
51,control,14,6,Samsung Internet,Wednesday,known brand,0
52,control,14,6,Samsung Internet,Saturday,known brand,1
53,exposed,9,6,Samsung Internet,Sunday,known brand,1
54,control,7,6,Samsung Internet,Saturday,known brand,0
55,control,15,6,Samsung Internet,Friday,known brand,1
56,control,18,6,Samsung Internet,Thursday,known brand,1
57,control,15,6,Samsung Internet,Friday,known brand,1
58,control,6,6,Samsung Internet,Monday,known brand,1
59,control,15,6,Samsung Internet,Friday,known brand,0
60,control,20,6,Samsung Internet,Saturday,known brand,0
61,control,8,6,Samsung Internet,Monday,known brand,1
62,exposed,15,6,Samsung Internet,Friday,known brand,0
63,exposed,7,6,Samsung Internet,Sunday,known brand,1
64,exposed,19,6,Samsung Internet,Thursday,known brand,0
65,control,15,6,Samsung Internet,Friday,known brand,0
66,exposed,21,6,Samsung Internet,Thursday,known brand,0
67,exposed,13,6,Samsung Internet,Sunday,known brand,0
68,exposed,14,6,Samsung Internet,Tuesday,known brand,0
69,exposed,5,6,Samsung Internet,Monday,known brand,0
70,control,15,6,Samsung Internet,Friday,known brand,1
71,control,18,6,Samsung Internet,Wednesday,known brand,1
72,exposed,14,6,Samsung Internet,Friday,known brand,0
73,exposed,18,6,Samsung Internet,Thursday,known brand,1
74,control,15,6,Samsung Internet,Friday,known brand,0
75,control,15,6,Samsung Internet,Wednesday,known brand,0
76,exposed,9,6,Samsung Internet,Saturday,known brand,0
77,exposed,9,6,Samsung Internet,Tuesday,known brand,0
78,control,15,6,Samsung Internet,Friday,known brand,0
79,control,1,6,Samsung Internet,Thursday,known brand,1
80,exposed,16,6,Samsung Internet,Thursday,known brand,0
81,exposed,14,6,Samsung Internet,Tuesday,known brand,0
82,control,11,6,Samsung Internet,Saturday,known brand,1
83,exposed,19,6,Samsung Internet,Saturday,known brand,0
84,control,11,6,Samsung Internet,Thursday,known brand,0
85,control,15,6,Samsung Internet,Friday,known brand,1
86,control,15,6,Samsung Internet,Friday,known brand,1
87,control,15,6,Samsung Internet,Friday,known brand,0
88,control,15,6,Samsung Internet,Friday,known brand,0
89,control,9,6,Samsung Internet,Thursday,known brand,1
90,control,19,6,Samsung Internet,Wednesday,known brand,1
91,control,15,6,Samsung Internet,Friday,known brand,1
92,control,15,6,Samsung Internet,Friday,known brand,0
93,exposed,17,6,Samsung Internet,Thursday,known brand,0
94,control,11,6,Samsung Internet,Thursday,known brand,1
95,control,8,6,Samsung Internet,Tuesday,known brand,0
96,exposed,2,6,Samsung Internet,Tuesday,known brand,0
97,control,15,6,Samsung Internet,Friday,known brand,0
98,exposed,17,6,Samsung Internet,Saturday,known brand,1
99,control,15,6,Samsung Internet,Friday,known brand,0
100,exposed,8,6,Samsung Internet,Saturday,known brand,1
101,control,5,6,Samsung Internet,Thursday,known brand,1
102,exposed,20,6,Samsung Internet,Wednesday,known brand,1
103,control,12,6,Samsung Internet,Sunday,known brand,0
104,control,10,6,Samsung Internet,Tuesday,known brand,1
105,control,13,6,Samsung Internet,Saturday,known brand,0
106,control,19,6,Samsung Internet,Thursday,known brand,1
107,exposed,5,6,Samsung Internet,Monday,known brand,0
108,control,8,6,Samsung Internet,Sunday,known brand,0
109,control,15,6,Samsung Internet,Friday,known brand,1
110,exposed,9,6,Samsung Internet,Friday,known brand,0
111,control,3,6,Samsung Internet,Wednesday,known brand,0
112,exposed,0,6,Samsung Internet,Thursday,known brand,1
113,control,15,6,Samsung Internet,Friday,known brand,1
114,control,15,6,Samsung Internet,Friday,known brand,0
115,exposed,18,6,Samsung Internet,Sunday,known brand,1
116,control,1,6,Samsung Internet,Sunday,known brand,0
117,control,9,6,Samsung Internet,Saturday,known brand,0
118,exposed,14,6,Samsung Internet,Sunday,known brand,1
119,control,15,6,Samsung Internet,Friday,known brand,1
120,control,15,6,Samsung Internet,Friday,known brand,0
121,exposed,10,6,Samsung Internet,Thursday,known brand,1
122,control,15,6,Samsung Internet,Friday,known brand,1
123,exposed,15,6,Samsung Internet,Wednesday,known brand,0
124,control,15,6,Samsung Internet,Friday,known brand,0
125,exposed,12,6,Samsung Internet,Saturday,known brand,0
126,exposed,8,6,Samsung Internet,Wednesday,known brand,0
127,control,1,6,Samsung Internet,Monday,known brand,0
128,control,7,6,Samsung Internet,Tuesday,known brand,0
129,control,15,6,Samsung Internet,Friday,known brand,1
130,control,15,6,Samsung Internet,Friday,known brand,1
131,control,15,6,Samsung Internet,Friday,known brand,0
132,control,15,6,Samsung Internet,Friday,known brand,0
133,exposed,4,6,Samsung Internet,Wednesday,known brand,1
134,control,19,6,Samsung Internet,Sunday,known brand,0
135,control,7,6,Samsung Internet,Saturday,known brand,0
136,exposed,2,6,Samsung Internet,Friday,known brand,1
137,exposed,5,6,Samsung Internet,Friday,known brand,0
138,control,3,6,Samsung Internet,Monday,known brand,1
139,control,4,6,Samsung Internet,Friday,known brand,1
140,control,15,6,Samsung Internet,Friday,known brand,1
141,control,9,6,Samsung Internet,Wednesday,known brand,0
142,control,15,6,Samsung Internet,Friday,known brand,1
143,control,15,6,Samsung Internet,Friday,known brand,1
144,exposed,8,6,Samsung Internet,Friday,known brand,1
