,experiment,hour,platform_os,browser,day_of_week,brand,response
35,control,15,6,Chrome Mobile,Friday,generic,1
36,exposed,14,6,Chrome Mobile,Thursday,generic,0
37,exposed,8,6,Chrome Mobile,Thursday,generic,0
38,control,15,6,Chrome Mobile,Friday,generic,0
39,control,15,6,Chrome Mobile,Friday,generic,0
40,control,0,6,Chrome Mobile,Sunday,generic,1
41,control,12,6,Chrome Mobile,Thursday,generic,1
42,control,15,6,Chrome Mobile,Sunday,generic,0
43,control,12,6,Chrome Mobile,Friday,generic,0
44,exposed,10,6,Chrome Mobile,Friday,generic,0
45,control,3,6,Chrome Mobile,Tuesday,generic,1
46,control,9,6,Chrome Mobile,Friday,generic,0
47,exposed,17,6,Chrome Mobile,Wednesday,generic,0
48,control,15,6,Chrome Mobile,Friday,generic,0
49,control,15,6,Chrome Mobile,Thursday,generic,0
50,exposed,0,6,Chrome Mobile,Friday,generic,0
51,exposed,17,6,Chrome Mobile,Friday,generic,1
52,control,15,6,Chrome Mobile,Friday,generic,1
53,control,15,6,Chrome Mobile,Friday,generic,0
54,control,10,6,Chrome Mobile,Sunday,generic,0
55,exposed,16,6,Chrome Mobile,Thursday,generic,0
56,exposed,12,6,Chrome Mobile,Friday,generic,0
57,exposed,19,6,Chrome Mobile,Thursday,generic,1
58,exposed,9,6,Chrome Mobile,Saturday,generic,1
59,control,5,6,Chrome Mobile,Friday,generic,1
60,control,15,6,Chrome Mobile,Friday,generic,0
61,exposed,10,6,Chrome Mobile,Saturday,generic,0
62,exposed,19,6,Chrome Mobile,Thursday,known brand,0
63,control,15,6,Chrome Mobile,Friday,generic,1
64,exposed,1,6,Chrome Mobile,Friday,generic,0
65,exposed,19,6,Chrome Mobile,Sunday,generic,0
66,control,14,6,Chrome Mobile,Thursday,generic,0
67,control,15,6,Chrome Mobile,Friday,generic,1
68,exposed,9,6,Chrome Mobile,Saturday,generic,0
69,exposed,17,6,Chrome Mobile,Wednesday,generic,1
70,control,10,6,Chrome Mobile,Thursday,generic,0
71,exposed,3,6,Chrome Mobile,Monday,generic,0
72,control,3,6,Chrome Mobile,Monday,known brand,1
73,exposed,20,6,Chrome Mobile,Wednesday,generic,0
74,exposed,23,6,Chrome Mobile,Tuesday,generic,1
75,control,20,6,Chrome Mobile,Wednesday,generic,0
76,exposed,8,6,Chrome Mobile,Sunday,generic,0
77,control,16,6,Chrome Mobile,Wednesday,generic,1
78,control,15,6,Chrome Mobile,Friday,generic,1
79,exposed,16,6,Chrome Mobile,Saturday,generic,1
80,exposed,13,6,Chrome Mobile,Thursday,generic,0
81,control,4,6,Chrome Mobile,Sunday,generic,1
82,exposed,8,6,Chrome Mobile,Thursday,generic,1
83,exposed,16,6,Chrome Mobile,Wednesday,generic,0
84,control,15,6,Chrome Mobile,Friday,generic,0
85,exposed,0,6,Chrome Mobile,Friday,generic,1
86,control,15,6,Chrome Mobile,Friday,generic,0
87,exposed,16,6,Chrome Mobile,Saturday,generic,1
88,control,15,6,Chrome Mobile,Friday,generic,1
89,control,16,6,Chrome Mobile,Friday,generic,1
90,control,15,6,Chrome Mobile,Friday,generic,0
91,exposed,5,6,Chrome Mobile,Thursday,generic,1
92,exposed,7,6,Chrome Mobile,Sunday,generic,0
93,exposed,2,6,Chrome Mobile,Saturday,generic,0
94,exposed,6,6,Chrome Mobile,Saturday,generic,1
95,exposed,22,6,Chrome Mobile,Thursday,generic,1
96,exposed,2,6,Chrome Mobile,Friday,known brand,0
97,control,15,6,Chrome Mobile,Friday,generic,1
98,control,15,6,Chrome Mobile,Friday,generic,1
99,control,20,6,Chrome Mobile,Tuesday,generic,1
100,control,15,6,Chrome Mobile,Friday,generic,0
101,exposed,9,6,Chrome Mobile,Friday,generic,0
102,control,6,6,Chrome Mobile,Thursday,generic,1
103,control,22,6,Chrome Mobile,Thursday,generic,1
104,exposed,20,6,Chrome Mobile,Wednesday,generic,1
105,control,5,6,Chrome Mobile,Sunday,generic,0
106,control,18,6,Chrome Mobile,Thursday,generic,0
107,exposed,6,6,Chrome Mobile,Thursday,generic,0
108,control,9,6,Chrome Mobile,Friday,generic,1
109,control,8,6,Chrome Mobile,Monday,generic,1
110,control,15,6,Chrome Mobile,Friday,generic,0
111,exposed,3,6,Chrome Mobile,Thursday,generic,1
112,exposed,10,6,Chrome Mobile,Friday,generic,1
113,exposed,14,6,Chrome Mobile,Saturday,generic,1
114,exposed,8,6,Chrome Mobile,Monday,generic,1
115,exposed,1,6,Chrome Mobile,Friday,generic,0
116,control,3,6,Chrome Mobile,Saturday,generic,0
117,control,19,6,Chrome Mobile,Wednesday,generic,0
118,exposed,15,6,Chrome Mobile,Wednesday,generic,1
119,exposed,11,6,Chrome Mobile,Tuesday,generic,0
120,exposed,9,6,Chrome Mobile,Thursday,generic,1
121,exposed,14,6,Chrome Mobile,Thursday,generic,1
122,control,9,6,Chrome Mobile,Saturday,generic,0
123,control,6,6,Chrome Mobile,Saturday,generic,0
124,control,2,6,Chrome Mobile,Saturday,generic,1
125,control,3,6,Chrome Mobile,Friday,generic,0
126,exposed,12,6,Chrome Mobile,Sunday,generic,0
127,control,6,6,Chrome Mobile,Tuesday,generic,0
128,control,6,6,Chrome Mobile,Friday,generic,1
129,exposed,19,6,Chrome Mobile,Saturday,generic,1
130,exposed,9,6,Chrome Mobile,Friday,generic,1
131,exposed,11,6,Chrome Mobile,Thursday,generic,0
132,exposed,1,6,Chrome Mobile,Friday,known brand,0
133,exposed,3,6,Chrome Mobile,Monday,generic,0
134,control,18,6,Chrome Mobile,Wednesday,generic,0
135,control,18,6,Chrome Mobile,Wednesday,generic,0
136,control,0,6,Chrome Mobile,Friday,known brand,1
137,exposed,0,6,Chrome Mobile,Friday,generic,0
138,control,5,6,Chrome Mobile,Sunday,generic,0
139,exposed,1,6,Chrome Mobile,Monday,generic,0
140,exposed,7,6,Chrome Mobile,Friday,generic,0
141,control,14,6,Chrome Mobile,Saturday,generic,0
142,exposed,7,6,Chrome Mobile,Friday,generic,0
143,exposed,10,6,Chrome Mobile,Thursday,generic,1
144,exposed,7,6,Chrome Mobile,Saturday,generic,0
145,control,8,6,Chrome Mobile,Thursday,generic,0
146,control,10,6,Chrome Mobile,Sunday,generic,1
147,control,15,6,Chrome Mobile,Friday,generic,1
148,control,18,6,Chrome Mobile,Sunday,known brand,0
149,exposed,17,6,Chrome Mobile,Sunday,generic,0
150,exposed,14,6,Chrome Mobile,Saturday,generic,1
151,control,10,6,Chrome Mobile,Tuesday,generic,0
152,exposed,8,6,Chrome Mobile,Thursday,generic,0
153,control,7,6,Chrome Mobile,Wednesday,generic,0
154,exposed,13,6,Chrome Mobile,Wednesday,generic,1
155,control,8,6,Chrome Mobile,Saturday,generic,1
156,exposed,5,6,Chrome Mobile,Thursday,generic,0
157,exposed,19,6,Chrome Mobile,Wednesday,generic,0
158,control,14,6,Chrome Mobile,Thursday,generic,0
159,control,5,6,Chrome Mobile,Sunday,generic,0
160,exposed,6,6,Chrome Mobile,Thursday,generic,1
161,control,11,6,Chrome Mobile,Thursday,generic,1
162,control,15,6,Chrome Mobile,Friday,generic,1
163,exposed,10,6,Chrome Mobile,Saturday,generic,1
164,exposed,10,6,Chrome Mobile,Sunday,generic,0
165,exposed,18,6,Chrome Mobile,Wednesday,generic,0
166,exposed,9,6,Chrome Mobile,Monday,generic,0
167,control,10,6,Chrome Mobile,Tuesday,generic,1
168,control,21,6,Chrome Mobile,Wednesday,known brand,1
169,control,15,6,Chrome Mobile,Friday,generic,0
170,control,12,6,Chrome Mobile,Thursday,known brand,0
171,exposed,12,6,Chrome Mobile,Sunday,generic,0
172,control,2,6,Chrome Mobile,Friday,generic,1
173,control,15,6,Chrome Mobile,Friday,generic,0
174,control,15,6,Chrome Mobile,Friday,generic,0
175,control,15,6,Chrome Mobile,Friday,generic,1
176,control,15,6,Chrome Mobile,Friday,generic,0
177,control,2,6,Chrome Mobile,Wednesday,generic,0
178,exposed,2,6,Chrome Mobile,Tuesday,generic,0
179,exposed,8,6,Chrome Mobile,Saturday,generic,0
180,control,4,6,Chrome Mobile,Friday,generic,1
181,control,4,6,Chrome Mobile,Thursday,known brand,0
182,exposed,15,6,Chrome Mobile,Thursday,generic,0
183,control,15,6,Chrome Mobile,Friday,generic,1
184,exposed,0,6,Chrome Mobile,Sunday,generic,1
185,control,0,6,Chrome Mobile,Thursday,generic,0
186,exposed,0,6,Chrome Mobile,Thursday,generic,0
187,exposed,11,6,Chrome Mobile,Friday,generic,0
188,exposed,16,6,Chrome Mobile,Wednesday,generic,1
189,exposed,8,6,Chrome Mobile,Sunday,generic,0
190,exposed,15,6,Chrome Mobile,Wednesday,generic,0
191,exposed,3,6,Chrome Mobile,Friday,generic,0
192,control,15,6,Chrome Mobile,Friday,generic,0
193,exposed,7,6,Chrome Mobile,Friday,generic,1
194,exposed,8,6,Chrome Mobile,Friday,generic,0
195,control,22,6,Chrome Mobile,Wednesday,generic,1
196,control,17,6,Chrome Mobile,Tuesday,generic,1
197,exposed,1,6,Chrome Mobile,Friday,generic,1
198,exposed,3,6,Chrome Mobile,Saturday,generic,0
199,exposed,11,6,Chrome Mobile,Thursday,generic,0
200,exposed,17,6,Chrome Mobile,Wednesday,generic,1
201,exposed,3,6,Chrome Mobile,Monday,generic,0
202,control,19,6,Chrome Mobile,Saturday,generic,0
203,control,15,6,Chrome Mobile,Friday,generic,0
204,exposed,16,6,Chrome Mobile,Thursday,generic,0
205,exposed,7,6,Chrome Mobile,Friday,generic,0
206,exposed,16,6,Chrome Mobile,Thursday,generic,0
207,control,15,6,Chrome Mobile,Friday,generic,0
208,control,15,6,Chrome Mobile,Friday,generic,1
209,exposed,6,6,Chrome Mobile,Monday,generic,1
210,control,15,6,Chrome Mobile,Friday,generic,0
211,exposed,10,6,Chrome Mobile,Monday,generic,1
212,exposed,6,6,Chrome Mobile,Monday,generic,1
213,control,15,6,Chrome Mobile,Friday,generic,0
214,control,15,6,Chrome Mobile,Friday,generic,0
215,exposed,13,6,Chrome Mobile,Sunday,generic,1
216,control,3,6,Chrome Mobile,Tuesday,generic,0
217,control,13,6,Chrome Mobile,Saturday,generic,0
218,exposed,9,6,Chrome Mobile,Friday,generic,0
219,exposed,11,6,Chrome Mobile,Sunday,generic,1
220,exposed,12,6,Chrome Mobile,Thursday,generic,0
221,control,14,6,Chrome Mobile,Wednesday,generic,0
222,exposed,23,6,Chrome Mobile,Saturday,generic,1
223,control,1,6,Chrome Mobile,Thursday,generic,1
224,control,15,6,Chrome Mobile,Friday,generic,1
225,exposed,14,6,Chrome Mobile,Friday,generic,0
226,exposed,18,6,Chrome Mobile,Tuesday,generic,0
227,exposed,14,6,Chrome Mobile,Wednesday,generic,1
228,control,15,6,Chrome Mobile,Friday,generic,0
229,control,11,6,Chrome Mobile,Sunday,generic,1
230,control,15,6,Chrome Mobile,Friday,generic,1
231,exposed,7,6,Chrome Mobile,Thursday,generic,1
232,exposed,21,6,Chrome Mobile,Wednesday,known brand,1
233,exposed,17,6,Chrome Mobile,Thursday,generic,0
234,control,14,6,Chrome Mobile,Friday,generic,0
235,exposed,15,6,Chrome Mobile,Wednesday,generic,1
236,control,19,6,Chrome Mobile,Wednesday,generic,0
237,control,15,6,Chrome Mobile,Friday,generic,1
238,exposed,15,6,Chrome Mobile,Wednesday,generic,0
239,exposed,9,6,Chrome Mobile,Tuesday,generic,1
240,exposed,22,6,Chrome Mobile,Tuesday,generic,1
241,control,9,6,Chrome Mobile,Thursday,generic,0
242,control,3,6,Chrome Mobile,Saturday,generic,0
243,exposed,18,6,Chrome Mobile,Wednesday,generic,0
244,exposed,11,6,Chrome Mobile,Friday,generic,0
245,control,15,6,Chrome Mobile,Friday,generic,1
246,exposed,10,6,Chrome Mobile,Friday,generic,1
247,exposed,8,6,Chrome Mobile,Sunday,known brand,0
248,exposed,16,6,Chrome Mobile,Saturday,generic,0
249,exposed,8,6,Chrome Mobile,Friday,generic,1
250,exposed,6,6,Chrome Mobile,Saturday,generic,1
251,exposed,15,6,Chrome Mobile,Wednesday,generic,0
252,exposed,6,6,Chrome Mobile,Sunday,generic,0
253,exposed,10,6,Chrome Mobile,Saturday,generic,1
254,exposed,9,6,Chrome Mobile,Monday,generic,0
255,exposed,9,6,Chrome Mobile,Saturday,generic,1
256,exposed,17,6,Chrome Mobile,Saturday,generic,0
257,exposed,16,6,Chrome Mobile,Friday,generic,0
258,exposed,12,6,Chrome Mobile,Thursday,generic,1
259,control,8,6,Chrome Mobile,Tuesday,generic,1
260,exposed,19,6,Chrome Mobile,Saturday,generic,0
261,control,15,6,Chrome Mobile,Friday,generic,0
262,exposed,11,6,Chrome Mobile,Thursday,generic,0
263,control,15,6,Chrome Mobile,Friday,generic,1
264,exposed,8,6,Chrome Mobile,Friday,generic,1
265,exposed,12,6,Chrome Mobile,Friday,generic,0
266,control,15,6,Chrome Mobile,Friday,generic,0
267,exposed,0,6,Chrome Mobile,Sunday,generic,0
268,control,12,6,Chrome Mobile,Thursday,generic,1
269,exposed,10,6,Chrome Mobile,Friday,generic,0
270,exposed,11,6,Chrome Mobile,Friday,generic,0
271,control,15,6,Chrome Mobile,Friday,generic,1
272,control,15,6,Chrome Mobile,Friday,generic,0
273,exposed,8,6,Chrome Mobile,Friday,generic,0
274,control,5,6,Chrome Mobile,Monday,generic,0
275,control,15,6,Chrome Mobile,Friday,generic,0
276,control,15,6,Chrome Mobile,Friday,generic,0
277,exposed,4,6,Chrome Mobile,Saturday,generic,0
278,exposed,18,6,Chrome Mobile,Wednesday,generic,1
279,control,4,6,Chrome Mobile,Friday,generic,0
280,exposed,15,6,Chrome Mobile,Friday,generic,0
281,exposed,8,6,Chrome Mobile,Friday,generic,0
282,control,15,6,Chrome Mobile,Friday,generic,0
283,exposed,4,6,Chrome Mobile,Monday,generic,1
284,exposed,11,6,Chrome Mobile,Saturday,known brand,1
285,control,21,6,Chrome Mobile,Saturday,generic,1
286,exposed,5,6,Chrome Mobile,Wednesday,generic,1
287,control,15,6,Chrome Mobile,Friday,generic,1
288,control,11,6,Chrome Mobile,Saturday,generic,1
289,control,9,6,Chrome Mobile,Tuesday,generic,1
290,control,15,6,Chrome Mobile,Friday,generic,1
291,control,4,6,Chrome Mobile,Friday,generic,1
292,exposed,11,6,Chrome Mobile,Sunday,generic,0
293,exposed,10,6,Chrome Mobile,Sunday,generic,0
294,control,6,6,Chrome Mobile,Saturday,generic,0
295,control,15,6,Chrome Mobile,Friday,generic,1
296,exposed,8,6,Chrome Mobile,Wednesday,generic,0
297,exposed,4,6,Chrome Mobile,Monday,generic,1
298,control,15,6,Chrome Mobile,Friday,generic,0
299,control,5,6,Chrome Mobile,Saturday,known brand,0
300,control,2,6,Chrome Mobile,Saturday,generic,0
301,control,15,6,Chrome Mobile,Friday,generic,0
302,control,15,6,Chrome Mobile,Friday,generic,0
303,exposed,11,6,Chrome Mobile,Friday,generic,0
304,control,20,6,Chrome Mobile,Wednesday,generic,0
305,control,5,6,Chrome Mobile,Tuesday,generic,0
306,exposed,7,6,Chrome Mobile,Monday,generic,0
307,exposed,4,6,Chrome Mobile,Friday,generic,1
308,exposed,13,6,Chrome Mobile,Friday,generic,1
309,exposed,15,6,Chrome Mobile,Saturday,generic,0
310,control,15,6,Chrome Mobile,Friday,generic,1
311,exposed,7,6,Chrome Mobile,Thursday,generic,1
312,exposed,8,6,Chrome Mobile,Monday,generic,0
313,exposed,7,6,Chrome Mobile,Monday,generic,0
314,control,16,6,Chrome Mobile,Friday,generic,0
315,control,15,6,Chrome Mobile,Friday,generic,1
316,control,10,6,Chrome Mobile,Monday,generic,1
317,exposed,3,6,Chrome Mobile,Saturday,known brand,1
318,exposed,2,6,Chrome Mobile,Friday,generic,0
319,control,2,6,Chrome Mobile,Thursday,generic,0
320,exposed,22,6,Chrome Mobile,Tuesday,generic,1
321,exposed,19,6,Chrome Mobile,Wednesday,generic,0
322,exposed,0,6,Chrome Mobile,Friday,generic,1
323,exposed,17,6,Chrome Mobile,Thursday,generic,1
324,control,5,6,Chrome Mobile,Saturday,generic,1
325,control,13,6,Chrome Mobile,Tuesday,generic,0
326,exposed,12,6,Chrome Mobile,Wednesday,generic,1
327,control,17,6,Chrome Mobile,Thursday,generic,1
328,control,9,6,Chrome Mobile,Saturday,generic,0
329,control,18,6,Chrome Mobile,Wednesday,generic,0
330,control,17,6,Chrome Mobile,Wednesday,generic,1
331,exposed,18,6,Chrome Mobile,Thursday,generic,0
332,control,21,6,Chrome Mobile,Sunday,generic,0
333,control,15,6,Chrome Mobile,Wednesday,generic,1
334,control,15,6,Chrome Mobile,Friday,generic,0
335,exposed,9,6,Chrome Mobile,Tuesday,generic,1
336,exposed,9,6,Chrome Mobile,Friday,generic,0
337,control,0,6,Chrome Mobile,Tuesday,generic,0
338,control,15,6,Chrome Mobile,Sunday,generic,1
339,exposed,13,6,Chrome Mobile,Wednesday,generic,0
340,control,7,6,Chrome Mobile,Friday,generic,0
341,control,15,6,Chrome Mobile,Friday,generic,0
342,exposed,14,6,Chrome Mobile,Thursday,generic,0
343,control,19,6,Chrome Mobile,Wednesday,generic,1
344,control,15,6,Chrome Mobile,Friday,generic,1
345,exposed,6,6,Chrome Mobile,Sunday,generic,1
346,control,15,6,Chrome Mobile,Friday,generic,0
347,exposed,2,6,Chrome Mobile,Monday,generic,1
348,exposed,10,6,Chrome Mobile,Thursday,generic,0
349,exposed,16,6,Chrome Mobile,Wednesday,generic,1
350,exposed,3,6,Chrome Mobile,Wednesday,generic,0
351,exposed,12,6,Chrome Mobile,Thursday,generic,0
352,control,9,6,Chrome Mobile,Monday,generic,0
353,control,20,6,Chrome Mobile,Thursday,generic,1
354,exposed,7,6,Chrome Mobile,Friday,generic,0
355,exposed,7,6,Chrome Mobile,Friday,known brand,1
356,control,15,6,Chrome Mobile,Friday,generic,1
357,exposed,16,6,Chrome Mobile,Sunday,generic,1
358,exposed,15,6,Chrome Mobile,Friday,generic,1
359,exposed,1,6,Chrome Mobile,Friday,generic,0
360,exposed,14,6,Chrome Mobile,Saturday,generic,0
361,exposed,14,6,Chrome Mobile,Saturday,generic,0
362,exposed,5,6,Chrome Mobile,Thursday,generic,0
363,exposed,1,6,Chrome Mobile,Friday,generic,0
364,control,7,6,Chrome Mobile,Sunday,generic,1
365,exposed,7,6,Chrome Mobile,Sunday,generic,0
366,exposed,18,6,Chrome Mobile,Wednesday,generic,0
367,exposed,10,6,Chrome Mobile,Saturday,known brand,1
368,exposed,20,6,Chrome Mobile,Wednesday,generic,1
369,exposed,10,6,Chrome Mobile,Saturday,generic,0
370,exposed,22,6,Chrome Mobile,Wednesday,generic,1
371,control,21,6,Chrome Mobile,Thursday,generic,1
372,exposed,4,6,Chrome Mobile,Tuesday,generic,0
373,exposed,15,6,Chrome Mobile,Wednesday,generic,1
374,exposed,5,6,Chrome Mobile,Friday,generic,1
375,exposed,5,6,Chrome Mobile,Monday,generic,0
376,control,11,6,Chrome Mobile,Saturday,generic,0
377,exposed,15,6,Chrome Mobile,Friday,generic,1
378,control,15,6,Chrome Mobile,Friday,generic,0
379,exposed,1,6,Chrome Mobile,Monday,generic,0
380,control,15,6,Chrome Mobile,Friday,generic,0
381,exposed,4,6,Chrome Mobile,Sunday,generic,0
382,control,15,6,Chrome Mobile,Friday,generic,0
383,exposed,5,6,Chrome Mobile,Wednesday,generic,1
384,exposed,14,6,Chrome Mobile,Wednesday,generic,1
385,control,15,6,Chrome Mobile,Friday,generic,1
386,control,15,6,Chrome Mobile,Friday,generic,1
387,exposed,14,6,Chrome Mobile,Tuesday,generic,1
388,exposed,1,6,Chrome Mobile,Thursday,generic,0
389,exposed,4,6,Chrome Mobile,Monday,generic,0
390,control,4,6,Chrome Mobile,Tuesday,generic,0
391,exposed,12,6,Chrome Mobile,Tuesday,generic,1
392,control,20,6,Chrome Mobile,Wednesday,generic,0
393,control,4,6,Chrome Mobile,Thursday,generic,1
394,control,4,6,Chrome Mobile,Saturday,generic,0
395,exposed,12,6,Chrome Mobile,Friday,generic,0
396,control,14,6,Chrome Mobile,Thursday,generic,1
397,exposed,21,6,Chrome Mobile,Tuesday,generic,0
398,exposed,6,6,Chrome Mobile,Saturday,generic,0
399,exposed,11,6,Chrome Mobile,Saturday,generic,0
400,exposed,18,6,Chrome Mobile,Wednesday,known brand,1
401,exposed,20,6,Chrome Mobile,Tuesday,generic,1
402,control,2,6,Chrome Mobile,Sunday,generic,0
403,control,15,6,Chrome Mobile,Friday,generic,0
404,exposed,4,6,Chrome Mobile,Sunday,generic,0
405,exposed,19,6,Chrome Mobile,Saturday,generic,1
406,control,17,6,Chrome Mobile,Saturday,generic,1
407,exposed,7,6,Chrome Mobile,Friday,generic,0
408,control,15,6,Chrome Mobile,Friday,generic,1
409,exposed,2,6,Chrome Mobile,Friday,generic,0
410,control,15,6,Chrome Mobile,Friday,generic,1
411,control,1,6,Chrome Mobile,Thursday,generic,0
412,control,1,6,Chrome Mobile,Thursday,generic,1
413,exposed,5,6,Chrome Mobile,Tuesday,generic,0
414,exposed,3,6,Chrome Mobile,Thursday,generic,0
415,exposed,18,6,Chrome Mobile,Wednesday,generic,1
416,exposed,20,6,Chrome Mobile,Wednesday,generic,1
417,control,4,6,Chrome Mobile,Monday,generic,1
418,exposed,20,6,Chrome Mobile,Wednesday,generic,0
419,control,21,6,Chrome Mobile,Sunday,generic,1
420,exposed,15,6,Chrome Mobile,Saturday,generic,0
421,control,10,6,Chrome Mobile,Monday,generic,0
422,control,15,6,Chrome Mobile,Friday,generic,1
423,control,6,6,Chrome Mobile,Tuesday,generic,1
424,control,15,6,Chrome Mobile,Friday,generic,1
425,exposed,22,6,Chrome Mobile,Wednesday,generic,0
426,exposed,11,6,Chrome Mobile,Saturday,generic,1
427,exposed,23,6,Chrome Mobile,Thursday,generic,1
428,control,7,6,Chrome Mobile,Monday,generic,0
429,exposed,14,6,Chrome Mobile,Sunday,generic,1
430,control,17,6,Chrome Mobile,Saturday,generic,0
431,exposed,6,6,Chrome Mobile,Monday,generic,1
432,control,18,6,Chrome Mobile,Wednesday,generic,0
433,control,15,6,Chrome Mobile,Friday,generic,1
434,control,9,6,Chrome Mobile,Friday,generic,1
435,exposed,19,6,Chrome Mobile,Wednesday,generic,1
436,control,12,6,Chrome Mobile,Sunday,generic,0
437,exposed,3,6,Chrome Mobile,Friday,generic,1
438,control,15,6,Chrome Mobile,Friday,generic,1
439,exposed,19,6,Chrome Mobile,Tuesday,generic,1
440,exposed,5,6,Chrome Mobile,Saturday,generic,1
441,exposed,11,6,Chrome Mobile,Tuesday,generic,0
442,control,15,6,Chrome Mobile,Friday,generic,0
443,control,8,6,Chrome Mobile,Saturday,generic,1
444,control,15,6,Chrome Mobile,Friday,generic,1
445,exposed,4,6,Chrome Mobile,Wednesday,generic,1
446,exposed,18,6,Chrome Mobile,Thursday,generic,0
447,control,11,6,Chrome Mobile,Friday,generic,0
448,exposed,4,6,Chrome Mobile,Friday,generic,1
449,exposed,12,6,Chrome Mobile,Friday,generic,0
450,exposed,7,6,Chrome Mobile,Sunday,generic,0
451,control,15,6,Chrome Mobile,Friday,generic,0
452,control,21,6,Chrome Mobile,Tuesday,generic,0
453,control,5,6,Chrome Mobile,Sunday,generic,1
454,exposed,14,6,Chrome Mobile,Sunday,generic,1
455,exposed,16,6,Chrome Mobile,Wednesday,generic,1
456,exposed,15,6,Chrome Mobile,Wednesday,generic,1
457,exposed,6,6,Chrome Mobile,Thursday,generic,0
458,control,17,6,Chrome Mobile,Wednesday,generic,0
459,exposed,12,6,Chrome Mobile,Thursday,generic,0
460,control,15,6,Chrome Mobile,Friday,generic,1
461,exposed,17,6,Chrome Mobile,Wednesday,generic,0
462,exposed,11,6,Chrome Mobile,Thursday,generic,1
463,exposed,13,6,Chrome Mobile,Saturday,generic,0
464,control,21,6,Chrome Mobile,Tuesday,generic,1
465,control,12,6,Chrome Mobile,Friday,known brand,1
466,exposed,21,6,Chrome Mobile,Wednesday,generic,0
467,exposed,5,6,Chrome Mobile,Friday,generic,0
468,exposed,17,6,Chrome Mobile,Wednesday,generic,0
469,exposed,16,6,Chrome Mobile,Wednesday,generic,1
470,exposed,7,6,Chrome Mobile,Wednesday,generic,1
471,control,13,6,Chrome Mobile,Friday,generic,0
472,exposed,12,6,Chrome Mobile,Saturday,generic,0
473,exposed,5,6,Chrome Mobile,Sunday,generic,1
474,control,4,6,Chrome Mobile,Monday,generic,0
475,exposed,2,6,Chrome Mobile,Friday,generic,1
476,exposed,15,6,Chrome Mobile,Wednesday,generic,1
477,exposed,13,6,Chrome Mobile,Saturday,generic,1
478,exposed,12,6,Chrome Mobile,Tuesday,generic,0
479,exposed,2,6,Chrome Mobile,Friday,generic,1
480,exposed,20,6,Chrome Mobile,Wednesday,generic,1
481,control,15,6,Chrome Mobile,Friday,generic,0
482,exposed,21,6,Chrome Mobile,Thursday,generic,0
483,control,15,6,Chrome Mobile,Friday,generic,1
484,exposed,3,6,Chrome Mobile,Thursday,generic,1
485,exposed,20,6,Chrome Mobile,Wednesday,generic,1
486,control,15,6,Chrome Mobile,Friday,known brand,1
487,control,18,6,Chrome Mobile,Thursday,generic,0
488,control,15,6,Chrome Mobile,Friday,generic,0
489,exposed,13,6,Chrome Mobile,Friday,generic,1
490,exposed,19,6,Chrome Mobile,Wednesday,generic,0
491,control,14,6,Chrome Mobile,Tuesday,generic,0
492,exposed,6,6,Chrome Mobile,Friday,generic,1
493,control,15,6,Chrome Mobile,Friday,generic,0
494,exposed,18,6,Chrome Mobile,Sunday,generic,1
495,exposed,10,6,Chrome Mobile,Thursday,generic,0
496,exposed,0,6,Chrome Mobile,Wednesday,generic,0
497,control,13,6,Chrome Mobile,Wednesday,generic,1
